,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week
5259,39,4.0,146091,9.0,13,2.0,10.0,5.0,4.0,0.0,0,0,20
25791,39,4.0,126161,10.0,16,4.0,10.0,1.0,4.0,1.0,0,0,45
15746,57,0.0,296516,15.0,10,2.0,0.0,0.0,4.0,1.0,0,0,50
23139,57,2.0,343447,11.0,9,0.0,11.0,1.0,4.0,0.0,0,0,40
26313,46,4.0,65353,15.0,10,0.0,14.0,3.0,4.0,1.0,3325,0,55
11947,42,4.0,137907,11.0,9,0.0,1.0,4.0,4.0,0.0,0,0,35
21256,50,4.0,283676,15.0,10,0.0,3.0,1.0,4.0,1.0,0,0,40
3690,34,4.0,275438,15.0,10,2.0,10.0,0.0,4.0,1.0,5178,0,40
17068,62,7.0,39630,9.0,13,2.0,10.0,0.0,4.0,1.0,0,0,40
26700,35,5.0,187053,9.0,13,5.0,10.0,1.0,4.0,0.0,0,0,50
52,36,4.0,155537,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,40
9668,23,4.0,176486,15.0,10,4.0,8.0,2.0,4.0,0.0,0,0,25
10059,45,6.0,54098,8.0,11,2.0,5.0,0.0,4.0,1.0,0,0,50
24987,49,4.0,40666,15.0,10,2.0,5.0,0.0,4.0,1.0,0,0,50
15959,36,4.0,217926,7.0,12,2.0,7.0,0.0,2.0,1.0,0,0,50
17102,45,4.0,127738,15.0,10,2.0,8.0,0.0,4.0,1.0,0,0,40
13599,20,4.0,153516,15.0,10,4.0,1.0,3.0,4.0,1.0,0,0,30
20461,25,4.0,268222,11.0,9,5.0,6.0,4.0,2.0,0.0,0,0,40
12245,57,4.0,31532,9.0,13,2.0,14.0,0.0,4.0,1.0,0,0,40
26178,30,4.0,269723,11.0,9,4.0,4.0,1.0,4.0,0.0,0,0,40
15480,30,4.0,187560,9.0,13,4.0,12.0,1.0,4.0,1.0,0,0,40
27163,21,4.0,191497,15.0,10,4.0,12.0,3.0,4.0,0.0,0,0,20
210,41,6.0,196001,11.0,9,2.0,8.0,5.0,4.0,0.0,0,0,20
13126,26,1.0,276075,15.0,10,2.0,1.0,0.0,2.0,1.0,0,0,40
27434,65,0.0,115513,9.0,13,2.0,0.0,0.0,4.0,1.0,5556,0,48
25739,62,4.0,155256,11.0,9,2.0,4.0,0.0,4.0,1.0,0,0,45
21720,51,2.0,133336,12.0,14,2.0,10.0,0.0,4.0,1.0,15024,0,40
12969,36,7.0,147258,15.0,10,0.0,14.0,1.0,4.0,1.0,0,0,60
25061,65,4.0,180280,15.0,10,2.0,4.0,5.0,4.0,0.0,0,0,40
8474,37,4.0,161111,9.0,13,4.0,12.0,1.0,4.0,0.0,0,0,40
22686,61,0.0,187636,9.0,13,0.0,0.0,4.0,4.0,0.0,0,0,40
26907,22,4.0,197583,9.0,13,4.0,12.0,1.0,4.0,0.0,0,0,20
23432,43,4.0,119721,9.0,13,2.0,4.0,0.0,4.0,1.0,0,0,40
19908,35,6.0,462832,11.0,9,2.0,3.0,5.0,2.0,0.0,0,0,40
17229,40,5.0,92036,9.0,13,2.0,3.0,0.0,4.0,1.0,0,0,40
501,54,4.0,212960,9.0,13,2.0,12.0,0.0,4.0,1.0,0,0,35
16327,29,4.0,160279,11.0,9,0.0,7.0,4.0,4.0,1.0,0,0,40
19516,31,4.0,36069,11.0,9,4.0,3.0,1.0,4.0,1.0,0,0,35
18067,52,4.0,208302,11.0,9,2.0,7.0,0.0,4.0,1.0,0,0,60
2406,55,4.0,255364,15.0,10,2.0,10.0,0.0,4.0,1.0,0,0,40
9888,20,4.0,194138,1.0,7,4.0,3.0,3.0,4.0,1.0,0,0,20
3286,47,4.0,84726,15.0,10,2.0,7.0,0.0,4.0,1.0,0,0,40
15299,33,4.0,392812,9.0,13,2.0,4.0,0.0,4.0,1.0,0,0,45
10696,25,4.0,361307,9.0,13,4.0,12.0,3.0,4.0,0.0,0,0,40
29056,37,4.0,40955,14.0,15,2.0,10.0,0.0,4.0,1.0,0,0,50
28435,38,2.0,161463,14.0,15,2.0,10.0,0.0,2.0,1.0,0,0,40
1684,23,4.0,235722,15.0,10,4.0,8.0,1.0,4.0,1.0,0,0,20
16011,55,4.0,139843,11.0,9,0.0,4.0,1.0,4.0,0.0,0,0,60
8487,62,4.0,88055,9.0,13,2.0,7.0,0.0,4.0,1.0,0,0,40
24780,43,4.0,112763,11.0,9,4.0,1.0,4.0,4.0,0.0,8614,0,43
22954,40,2.0,147372,15.0,10,4.0,11.0,1.0,4.0,1.0,0,2444,40
28893,24,4.0,128477,12.0,14,4.0,10.0,1.0,4.0,0.0,0,0,40
27618,22,7.0,34310,15.0,10,4.0,14.0,3.0,4.0,1.0,0,0,25
20547,40,4.0,83859,11.0,9,6.0,7.0,3.0,4.0,0.0,0,0,30
16124,22,4.0,222490,15.0,10,4.0,12.0,3.0,4.0,0.0,0,0,30
6362,58,4.0,314153,11.0,9,2.0,12.0,0.0,4.0,1.0,0,0,40
11732,67,2.0,103315,12.0,14,4.0,4.0,2.0,4.0,0.0,15831,0,72
8136,21,4.0,294295,11.0,9,4.0,1.0,4.0,4.0,1.0,0,0,40
14795,22,4.0,383603,15.0,10,4.0,1.0,3.0,4.0,0.0,0,0,40
19064,19,4.0,194905,15.0,10,4.0,8.0,3.0,4.0,0.0,0,0,12
23595,28,4.0,274679,12.0,14,4.0,10.0,1.0,4.0,1.0,0,0,50
2564,27,4.0,217200,15.0,10,4.0,10.0,1.0,4.0,1.0,0,0,40
25213,41,2.0,180096,9.0,13,2.0,10.0,0.0,4.0,1.0,0,0,35
5461,39,4.0,91711,12.0,14,2.0,4.0,0.0,4.0,1.0,0,0,40
23583,50,6.0,167728,10.0,16,2.0,10.0,0.0,4.0,1.0,0,0,60
27408,64,2.0,31993,5.0,4,2.0,11.0,0.0,4.0,1.0,0,0,10
7427,53,1.0,68985,11.0,9,2.0,1.0,0.0,4.0,1.0,0,0,40
27360,31,2.0,189843,11.0,9,0.0,11.0,1.0,4.0,1.0,0,0,47
26068,33,2.0,194901,9.0,13,2.0,10.0,0.0,4.0,1.0,0,0,40
6888,37,4.0,361888,9.0,13,4.0,10.0,1.0,4.0,1.0,10520,0,40
2617,26,4.0,198163,12.0,14,2.0,12.0,5.0,4.0,0.0,0,0,40
8944,74,0.0,272667,7.0,12,6.0,0.0,1.0,4.0,0.0,0,0,20
24756,19,4.0,159796,15.0,10,4.0,8.0,3.0,4.0,0.0,0,0,12
20038,51,4.0,219599,11.0,9,2.0,7.0,5.0,4.0,0.0,0,0,40
13982,27,4.0,132326,15.0,10,2.0,3.0,0.0,4.0,1.0,0,0,40
14493,41,2.0,190786,9.0,13,0.0,10.0,1.0,4.0,1.0,0,0,20
21921,46,4.0,113390,12.0,14,2.0,1.0,0.0,4.0,1.0,0,1740,60
8925,34,6.0,175697,8.0,11,2.0,3.0,0.0,4.0,1.0,0,0,75
16298,54,4.0,118793,11.0,9,2.0,1.0,0.0,4.0,1.0,0,0,45
16372,43,4.0,186144,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,40
20775,37,7.0,160910,10.0,16,2.0,10.0,0.0,4.0,1.0,0,0,45
10843,67,4.0,95113,11.0,9,2.0,4.0,0.0,4.0,1.0,0,0,37
23908,30,4.0,206325,1.0,7,2.0,3.0,0.0,4.0,1.0,0,0,45
28858,33,4.0,256362,15.0,10,4.0,8.0,1.0,4.0,1.0,0,0,35
21434,24,4.0,206671,8.0,11,2.0,3.0,0.0,4.0,1.0,0,0,40
7428,50,4.0,22418,6.0,5,0.0,14.0,1.0,4.0,1.0,0,0,50
12081,59,4.0,159048,11.0,9,0.0,8.0,1.0,4.0,0.0,0,0,40
11011,42,2.0,271521,15.0,10,2.0,11.0,0.0,3.0,1.0,0,0,40
3455,19,4.0,306467,15.0,10,4.0,8.0,3.0,4.0,0.0,0,0,20
4252,31,1.0,206823,9.0,13,0.0,11.0,1.0,4.0,1.0,0,0,50
5550,41,4.0,143046,12.0,14,4.0,1.0,1.0,4.0,0.0,0,0,40
14467,19,0.0,119234,15.0,10,4.0,0.0,2.0,4.0,0.0,0,0,15
20296,51,4.0,357949,9.0,13,0.0,10.0,1.0,4.0,0.0,0,0,16
11212,33,4.0,133278,11.0,9,4.0,1.0,3.0,2.0,0.0,0,0,40
12761,28,4.0,139568,1.0,7,4.0,1.0,1.0,4.0,1.0,0,0,40
2213,38,4.0,31069,8.0,11,2.0,3.0,0.0,4.0,1.0,4386,0,40
18466,43,2.0,216116,12.0,14,5.0,10.0,4.0,2.0,0.0,0,0,37
13218,26,4.0,340787,11.0,9,2.0,10.0,0.0,4.0,1.0,0,0,40
2772,20,6.0,157145,15.0,10,4.0,5.0,3.0,4.0,1.0,0,2258,10
16591,29,4.0,255949,9.0,13,4.0,12.0,4.0,2.0,1.0,0,0,40
25506,29,4.0,152461,9.0,13,4.0,10.0,4.0,4.0,0.0,14344,0,50
15712,64,1.0,301383,7.0,12,2.0,4.0,0.0,4.0,1.0,9386,0,45
674,23,4.0,145111,11.0,9,4.0,14.0,4.0,4.0,1.0,0,0,50
6399,39,4.0,85319,14.0,15,2.0,10.0,5.0,4.0,0.0,7688,0,60
10091,28,4.0,214385,8.0,11,4.0,4.0,3.0,2.0,0.0,0,0,40
24743,58,4.0,570562,11.0,9,6.0,12.0,1.0,4.0,1.0,0,0,38
16334,28,0.0,424884,0.0,6,5.0,0.0,1.0,4.0,1.0,0,0,30
6750,34,5.0,23778,9.0,13,0.0,4.0,1.0,4.0,1.0,0,0,50
24425,41,6.0,170214,11.0,9,2.0,6.0,0.0,4.0,1.0,0,2179,40
13167,40,7.0,195520,15.0,10,4.0,1.0,4.0,2.0,0.0,0,0,49
27823,57,6.0,175942,15.0,10,6.0,4.0,2.0,4.0,1.0,0,0,25
28432,40,4.0,379919,15.0,10,2.0,7.0,0.0,4.0,1.0,0,0,40
7732,36,2.0,357720,8.0,11,4.0,10.0,1.0,4.0,0.0,0,0,40
21064,62,4.0,266624,11.0,9,2.0,5.0,0.0,4.0,1.0,6418,0,40
11287,42,4.0,339346,12.0,14,0.0,1.0,1.0,4.0,0.0,0,0,25
28052,22,4.0,138504,15.0,10,4.0,1.0,4.0,2.0,0.0,0,0,30
14452,35,6.0,454915,6.0,5,2.0,3.0,0.0,4.0,1.0,0,0,40
12953,25,4.0,120535,11.0,9,0.0,12.0,4.0,4.0,0.0,0,0,40
26007,48,4.0,216734,15.0,10,0.0,4.0,1.0,4.0,0.0,0,0,40
1837,19,0.0,33487,15.0,10,4.0,0.0,2.0,0.0,0.0,0,0,40
3874,35,4.0,202027,9.0,13,0.0,4.0,1.0,4.0,1.0,27828,0,50
14128,21,4.0,223352,11.0,9,4.0,8.0,1.0,4.0,0.0,1055,0,30
27818,54,4.0,222882,11.0,9,6.0,4.0,4.0,4.0,0.0,0,0,45
10556,62,4.0,136314,15.0,10,2.0,1.0,5.0,4.0,0.0,0,0,40
2111,29,4.0,214858,9.0,13,2.0,12.0,0.0,4.0,1.0,0,0,40
20075,26,4.0,375980,11.0,9,5.0,12.0,4.0,2.0,0.0,0,0,37
13822,36,4.0,162302,15.0,10,4.0,1.0,1.0,4.0,0.0,0,0,35
24132,67,0.0,132057,11.0,9,2.0,0.0,0.0,2.0,1.0,0,0,20
27583,20,4.0,130840,0.0,6,4.0,6.0,3.0,4.0,1.0,0,0,40
3169,81,6.0,137018,11.0,9,6.0,1.0,1.0,4.0,0.0,0,0,20
3282,32,4.0,344129,11.0,9,2.0,7.0,0.0,4.0,1.0,0,0,40
16235,46,6.0,131091,9.0,13,2.0,12.0,0.0,4.0,1.0,0,1902,40
22839,32,6.0,56026,9.0,13,2.0,12.0,2.0,4.0,1.0,0,0,45
13104,42,6.0,101593,9.0,13,2.0,4.0,0.0,4.0,1.0,0,0,60
15947,38,4.0,335104,9.0,13,0.0,10.0,1.0,4.0,0.0,0,0,35
25424,58,0.0,148673,11.0,9,2.0,0.0,0.0,4.0,1.0,0,0,10
22416,41,4.0,112507,0.0,6,2.0,14.0,0.0,4.0,1.0,0,0,60
6198,33,4.0,245378,0.0,6,2.0,7.0,0.0,4.0,1.0,0,0,40
15283,21,4.0,278254,11.0,9,2.0,7.0,0.0,2.0,1.0,0,0,40
20489,32,4.0,198068,1.0,7,4.0,14.0,3.0,4.0,1.0,0,0,40
23050,53,7.0,153486,0.0,6,2.0,14.0,0.0,4.0,1.0,0,0,40
3643,51,4.0,306785,11.0,9,0.0,1.0,1.0,4.0,0.0,0,0,40
8873,25,4.0,188119,11.0,9,4.0,6.0,1.0,4.0,0.0,0,0,40
17753,20,7.0,178628,15.0,10,4.0,1.0,3.0,4.0,1.0,0,0,40
21933,26,4.0,196899,7.0,12,5.0,3.0,1.0,3.0,0.0,0,0,40
26538,62,4.0,174711,11.0,9,4.0,1.0,1.0,4.0,0.0,0,0,32
14774,79,0.0,163140,11.0,9,2.0,0.0,0.0,4.0,1.0,0,0,40
12139,40,4.0,143046,9.0,13,4.0,10.0,1.0,4.0,0.0,0,0,45
12136,57,4.0,158077,9.0,13,2.0,12.0,5.0,4.0,0.0,0,0,40
8348,22,4.0,370548,8.0,11,4.0,3.0,1.0,4.0,1.0,0,0,30
9804,52,2.0,152795,15.0,10,2.0,3.0,0.0,4.0,1.0,0,0,40
14464,39,6.0,202027,14.0,15,2.0,10.0,0.0,4.0,1.0,0,1977,50
25831,52,4.0,94988,4.0,3,4.0,6.0,1.0,4.0,1.0,0,0,50
6698,37,4.0,176756,15.0,10,2.0,1.0,0.0,2.0,1.0,0,1485,70
13133,19,4.0,318822,11.0,9,4.0,1.0,1.0,4.0,0.0,0,0,40
13674,54,6.0,392286,7.0,12,2.0,12.0,0.0,4.0,1.0,0,0,50
1487,36,6.0,136028,6.0,5,2.0,3.0,0.0,4.0,1.0,0,0,30
20524,52,4.0,443742,15.0,10,0.0,4.0,1.0,4.0,1.0,0,0,60
2907,34,4.0,56883,15.0,10,4.0,8.0,4.0,4.0,0.0,0,0,40
505,20,4.0,27337,11.0,9,4.0,6.0,3.0,0.0,1.0,0,0,48
19221,41,7.0,48997,11.0,9,2.0,14.0,0.0,2.0,1.0,0,0,40
12741,37,4.0,172571,11.0,9,0.0,7.0,1.0,4.0,1.0,0,0,40
6463,40,4.0,204046,0.0,6,0.0,14.0,3.0,4.0,1.0,0,0,40
2868,51,4.0,135190,5.0,4,5.0,7.0,1.0,2.0,0.0,0,0,30
18864,27,4.0,321896,11.0,9,4.0,8.0,1.0,4.0,1.0,0,0,40
22717,37,6.0,42044,15.0,10,2.0,5.0,0.0,4.0,1.0,0,0,84
15778,25,4.0,164488,9.0,13,4.0,13.0,1.0,4.0,1.0,0,0,40
26336,36,4.0,68089,11.0,9,4.0,7.0,4.0,0.0,0.0,0,0,40
3100,21,0.0,356772,11.0,9,4.0,0.0,4.0,4.0,0.0,0,0,40
8919,43,4.0,153489,9.0,13,2.0,12.0,0.0,4.0,1.0,0,0,50
4093,52,7.0,349795,9.0,13,2.0,11.0,0.0,4.0,1.0,0,0,40
99,49,2.0,197371,8.0,11,2.0,3.0,0.0,2.0,1.0,0,0,40
20537,17,0.0,332666,0.0,6,4.0,0.0,3.0,4.0,0.0,0,0,4
14447,33,4.0,309350,11.0,9,2.0,1.0,0.0,4.0,1.0,0,0,40
3639,39,4.0,63910,15.0,10,4.0,1.0,3.0,1.0,0.0,0,0,40
17379,41,2.0,213019,12.0,14,0.0,10.0,4.0,4.0,0.0,0,0,40
24962,34,4.0,258675,11.0,9,4.0,14.0,3.0,4.0,1.0,0,0,40
13291,45,0.0,27184,11.0,9,6.0,0.0,4.0,4.0,0.0,0,0,38
5954,36,4.0,263130,12.0,14,4.0,10.0,1.0,4.0,0.0,0,0,40
27645,35,4.0,220943,11.0,9,0.0,8.0,4.0,2.0,0.0,0,1594,40
2276,49,1.0,213668,12.0,14,4.0,4.0,1.0,4.0,1.0,0,0,56
2457,32,4.0,94235,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,40
28681,31,1.0,130057,12.0,14,2.0,4.0,0.0,4.0,1.0,7688,0,60
12170,28,4.0,130856,9.0,13,2.0,10.0,0.0,4.0,1.0,0,0,40
12369,33,0.0,186824,15.0,10,4.0,0.0,3.0,4.0,1.0,0,0,40
21287,72,0.0,271352,0.0,6,0.0,0.0,1.0,4.0,1.0,0,0,12
19388,61,4.0,147393,14.0,15,2.0,4.0,0.0,4.0,1.0,0,0,20
19286,31,4.0,288566,9.0,13,2.0,13.0,0.0,4.0,1.0,0,0,43
19499,41,4.0,194360,11.0,9,2.0,3.0,0.0,4.0,1.0,0,1887,40
341,44,4.0,162028,15.0,10,2.0,1.0,5.0,4.0,0.0,0,2415,6
1426,26,4.0,266912,11.0,9,2.0,12.0,0.0,4.0,1.0,0,0,50
18111,32,7.0,169583,10.0,16,4.0,10.0,1.0,4.0,0.0,0,0,70
5218,18,4.0,50879,0.0,6,4.0,8.0,3.0,4.0,1.0,0,0,6
20388,25,4.0,294400,5.0,4,2.0,3.0,0.0,4.0,1.0,0,0,60
25626,51,6.0,290688,4.0,3,2.0,3.0,0.0,4.0,1.0,0,0,40
4421,40,4.0,168538,11.0,9,2.0,12.0,0.0,4.0,1.0,0,0,60
7997,54,6.0,42924,15.0,10,2.0,12.0,0.0,4.0,1.0,0,0,50
26379,29,4.0,228860,15.0,10,2.0,4.0,0.0,4.0,1.0,0,1887,50
22185,33,4.0,55291,12.0,14,2.0,4.0,0.0,4.0,1.0,0,0,40
16110,66,5.0,249043,9.0,13,2.0,12.0,0.0,4.0,1.0,5556,0,26
20785,20,4.0,148509,11.0,9,4.0,8.0,1.0,4.0,0.0,0,0,40
24680,36,4.0,234271,15.0,10,4.0,3.0,1.0,4.0,0.0,0,0,40
28614,41,4.0,117585,11.0,9,2.0,4.0,0.0,4.0,1.0,0,1485,40
2383,23,4.0,334357,11.0,9,4.0,1.0,3.0,2.0,0.0,0,0,40
3441,45,6.0,239093,15.0,10,2.0,4.0,0.0,0.0,1.0,3137,0,40
23727,19,4.0,216804,5.0,4,4.0,8.0,3.0,4.0,1.0,0,0,33
13037,58,5.0,112945,14.0,15,4.0,10.0,1.0,4.0,1.0,27828,0,40
11191,42,4.0,160893,15.0,10,2.0,8.0,5.0,4.0,0.0,0,0,23
17521,43,7.0,114508,11.0,9,0.0,4.0,4.0,4.0,0.0,0,0,40
12154,25,4.0,346159,11.0,9,4.0,3.0,1.0,4.0,1.0,0,0,40
6612,55,4.0,354923,7.0,12,0.0,1.0,4.0,4.0,0.0,0,0,40
25646,38,4.0,43712,9.0,13,2.0,10.0,0.0,4.0,1.0,7298,0,60
8978,61,4.0,193479,11.0,9,6.0,1.0,4.0,4.0,0.0,0,0,24
27194,49,1.0,181657,15.0,10,0.0,4.0,1.0,4.0,0.0,0,0,50
20413,35,4.0,174308,15.0,10,4.0,14.0,3.0,4.0,1.0,0,0,40
8030,44,4.0,89413,8.0,11,2.0,3.0,0.0,4.0,1.0,0,0,40
28420,25,2.0,176162,8.0,11,4.0,11.0,3.0,4.0,1.0,0,0,30
23305,43,2.0,413760,15.0,10,5.0,3.0,1.0,2.0,1.0,0,0,40
27789,53,4.0,239284,11.0,9,0.0,1.0,4.0,4.0,0.0,0,0,40
24878,38,4.0,192939,11.0,9,0.0,3.0,4.0,4.0,1.0,0,0,40
11456,64,4.0,254797,15.0,10,2.0,4.0,0.0,4.0,1.0,0,0,40
14634,42,4.0,190767,8.0,11,0.0,13.0,4.0,4.0,0.0,0,0,40
8634,25,4.0,134113,9.0,13,4.0,1.0,1.0,4.0,1.0,0,0,30
6633,62,6.0,102631,15.0,10,6.0,5.0,4.0,4.0,0.0,0,0,50
10506,37,4.0,200374,9.0,13,2.0,12.0,0.0,4.0,1.0,0,1902,40
9433,23,7.0,103588,15.0,10,4.0,1.0,3.0,4.0,1.0,0,0,25
4461,31,4.0,259425,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,40
20067,50,4.0,168212,12.0,14,2.0,3.0,0.0,4.0,1.0,0,1902,45
17281,23,4.0,147253,7.0,12,4.0,12.0,1.0,4.0,1.0,0,0,40
16867,73,4.0,183213,8.0,11,6.0,10.0,1.0,4.0,1.0,25124,0,60
21365,50,4.0,128143,9.0,13,2.0,3.0,0.0,4.0,1.0,0,1887,50
7570,41,2.0,352056,7.0,12,4.0,4.0,1.0,4.0,1.0,0,0,40
10664,37,4.0,167415,11.0,9,2.0,12.0,0.0,4.0,1.0,0,0,50
10468,67,5.0,411007,11.0,9,6.0,4.0,1.0,4.0,0.0,15831,0,40
11325,38,4.0,372484,1.0,7,4.0,8.0,3.0,2.0,0.0,0,0,40
23898,24,6.0,34918,8.0,11,4.0,8.0,4.0,4.0,0.0,0,0,38
11607,28,4.0,60288,11.0,9,4.0,1.0,3.0,4.0,0.0,0,0,40
15002,27,4.0,420351,11.0,9,4.0,14.0,3.0,4.0,1.0,0,0,40
13719,46,4.0,144351,12.0,14,2.0,10.0,0.0,4.0,1.0,0,0,40
1569,50,4.0,196963,5.0,4,0.0,3.0,1.0,4.0,0.0,0,0,30
25648,61,0.0,71467,11.0,9,2.0,0.0,0.0,4.0,1.0,3103,0,40
7568,43,4.0,115178,8.0,11,2.0,1.0,5.0,4.0,0.0,0,0,40
22994,22,4.0,218886,2.0,8,4.0,6.0,3.0,0.0,1.0,0,0,40
6502,51,4.0,155408,11.0,9,3.0,12.0,1.0,2.0,0.0,0,0,38
3482,51,4.0,254230,15.0,10,2.0,4.0,0.0,4.0,1.0,0,0,40
26354,64,4.0,192884,14.0,15,2.0,4.0,0.0,4.0,1.0,0,0,60
22863,26,4.0,159603,7.0,12,4.0,1.0,4.0,4.0,0.0,0,0,32
25401,64,4.0,88470,15.0,10,2.0,8.0,0.0,4.0,1.0,0,0,40
10969,75,4.0,187424,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,20
12499,36,2.0,177858,9.0,13,2.0,10.0,3.0,4.0,1.0,0,0,40
28406,43,4.0,169628,9.0,13,4.0,12.0,4.0,2.0,0.0,0,0,35
21337,19,2.0,176831,15.0,10,4.0,8.0,3.0,2.0,0.0,0,0,35
22023,51,2.0,143865,0.0,6,6.0,8.0,1.0,4.0,0.0,0,0,24
16808,36,4.0,185325,11.0,9,4.0,8.0,3.0,4.0,1.0,0,0,37
23206,31,4.0,165949,11.0,9,0.0,8.0,4.0,4.0,0.0,0,0,40
7779,48,2.0,238959,12.0,14,0.0,4.0,4.0,2.0,0.0,9562,0,40
14543,40,4.0,137142,11.0,9,2.0,12.0,0.0,4.0,1.0,0,0,60
14222,26,2.0,138597,11.0,9,4.0,8.0,4.0,2.0,0.0,0,0,25
1266,33,4.0,130021,11.0,9,2.0,14.0,0.0,4.0,1.0,0,0,40
9309,42,4.0,349884,0.0,6,2.0,3.0,0.0,4.0,1.0,0,0,35
15737,33,2.0,154874,15.0,10,2.0,11.0,0.0,4.0,1.0,0,0,40
1302,44,5.0,229466,15.0,10,2.0,4.0,0.0,4.0,1.0,0,0,50
16680,33,1.0,26543,8.0,11,2.0,13.0,0.0,4.0,1.0,0,0,40
23791,54,2.0,286342,12.0,14,4.0,10.0,1.0,4.0,0.0,0,0,32
11833,38,4.0,243872,9.0,13,2.0,12.0,0.0,4.0,1.0,0,0,70
7793,55,4.0,113912,8.0,11,2.0,10.0,5.0,4.0,0.0,0,0,20
5556,30,6.0,523095,15.0,10,4.0,3.0,1.0,4.0,1.0,0,0,45
8834,24,4.0,374253,11.0,9,5.0,8.0,1.0,4.0,0.0,0,0,55
16419,29,7.0,183285,15.0,10,4.0,11.0,1.0,4.0,1.0,0,0,36
430,52,0.0,271749,2.0,8,4.0,0.0,2.0,2.0,1.0,594,0,40
21236,25,4.0,174545,11.0,9,4.0,1.0,4.0,4.0,0.0,0,0,46
24516,40,6.0,204235,12.0,14,2.0,4.0,0.0,4.0,1.0,99999,0,50
4794,17,4.0,327434,0.0,6,4.0,12.0,3.0,4.0,1.0,0,0,20
25468,26,4.0,134004,15.0,10,2.0,4.0,5.0,4.0,0.0,0,0,40
5771,47,4.0,179313,0.0,6,0.0,12.0,4.0,4.0,0.0,0,0,30
9948,36,4.0,58602,4.0,3,4.0,8.0,1.0,4.0,1.0,0,0,35
15055,23,0.0,381741,7.0,12,4.0,0.0,3.0,4.0,1.0,0,1721,20
16426,45,4.0,101825,11.0,9,6.0,12.0,4.0,4.0,0.0,0,0,45
1053,47,4.0,183013,11.0,9,2.0,8.0,0.0,4.0,1.0,0,0,40
19852,36,4.0,112497,6.0,5,2.0,12.0,3.0,4.0,1.0,0,0,50
27030,22,4.0,193586,11.0,9,4.0,12.0,1.0,4.0,0.0,0,0,25
19570,46,4.0,201699,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,40
8960,33,4.0,121904,15.0,10,4.0,8.0,1.0,4.0,0.0,0,0,28
1047,88,6.0,206291,14.0,15,2.0,10.0,0.0,4.0,1.0,0,0,40
18770,22,7.0,309348,15.0,10,4.0,1.0,1.0,4.0,0.0,0,0,15
19753,23,7.0,287988,9.0,13,4.0,10.0,1.0,4.0,1.0,10520,0,40
12854,23,4.0,136824,15.0,10,4.0,8.0,3.0,4.0,1.0,0,0,20
24898,41,4.0,222504,14.0,15,0.0,10.0,4.0,4.0,0.0,0,0,38
5864,49,4.0,144844,11.0,9,2.0,14.0,0.0,4.0,1.0,0,0,52
6797,56,4.0,91262,11.0,9,2.0,14.0,0.0,1.0,1.0,0,0,45
18780,24,0.0,154373,11.0,9,2.0,0.0,5.0,4.0,0.0,0,0,25
20108,32,4.0,316589,9.0,13,2.0,4.0,0.0,4.0,1.0,0,0,40
12272,56,0.0,154537,15.0,10,0.0,0.0,4.0,4.0,0.0,0,0,50
3660,52,4.0,202956,5.0,4,2.0,3.0,0.0,4.0,1.0,0,0,40
6014,28,4.0,30070,9.0,13,2.0,12.0,0.0,4.0,1.0,0,0,50
18598,30,1.0,164552,9.0,13,4.0,10.0,1.0,4.0,1.0,0,1876,40
23138,47,4.0,99911,2.0,8,3.0,4.0,1.0,4.0,0.0,0,0,55
1450,47,4.0,102318,11.0,9,5.0,3.0,3.0,4.0,1.0,0,0,40
2884,82,0.0,29441,5.0,4,6.0,0.0,1.0,4.0,1.0,0,0,5
21076,31,4.0,1033222,9.0,13,4.0,1.0,1.0,4.0,1.0,8614,0,40
26451,49,4.0,149210,11.0,9,2.0,14.0,0.0,2.0,1.0,0,0,40
28386,48,4.0,207982,15.0,10,4.0,8.0,4.0,2.0,0.0,0,0,40
4408,31,4.0,47296,15.0,10,2.0,1.0,5.0,4.0,0.0,0,1740,20
12119,28,4.0,47168,0.0,6,4.0,7.0,3.0,4.0,0.0,0,0,40
26033,52,4.0,292110,4.0,3,4.0,6.0,1.0,4.0,0.0,0,0,40
22090,56,6.0,176280,11.0,9,0.0,8.0,1.0,4.0,1.0,0,0,50
8318,48,4.0,185041,5.0,4,2.0,14.0,0.0,4.0,1.0,0,1672,55
6224,46,4.0,150499,7.0,12,2.0,3.0,0.0,4.0,1.0,0,0,40
21258,27,4.0,168470,9.0,13,4.0,4.0,1.0,4.0,1.0,0,0,40
22531,21,4.0,176178,15.0,10,4.0,12.0,3.0,4.0,0.0,0,0,16
21961,29,1.0,37933,15.0,10,4.0,1.0,4.0,2.0,0.0,2174,0,40
18795,39,4.0,180477,12.0,14,4.0,10.0,1.0,4.0,1.0,0,0,60
2034,63,5.0,215833,11.0,9,2.0,4.0,0.0,4.0,1.0,0,0,40
4480,44,2.0,202872,15.0,10,0.0,10.0,4.0,4.0,0.0,0,0,25
7555,30,4.0,169583,9.0,13,1.0,4.0,5.0,4.0,0.0,0,0,40
4320,37,1.0,289653,15.0,10,2.0,3.0,0.0,4.0,1.0,0,0,40
